#{"t_start": 1773698179.852567, "env_id": "None"}
r,l,t
-64.0,200,158.519729
-77.0,200,158.725436
-59.0,200,158.902455
-88.0,200,159.091593
-64.0,200,159.294083
-50.0,200,159.487948
-61.0,200,159.667352
-50.0,200,159.838072
-40.0,200,160.083297
-59.0,200,160.341722
-55.0,200,160.611115
-61.0,200,160.823158
-55.0,200,161.030117
-63.0,200,161.319127
-36.0,200,161.530105
-62.0,200,161.762441
-57.0,200,161.994334
-59.0,200,162.240238
-48.0,200,162.430468
-82.0,200,162.613386
-54.0,200,162.790134
-49.0,200,162.966493
-65.0,200,163.563853
-66.0,200,163.853732
-70.0,200,164.125083
11.0,200,164.902713
-58.0,200,165.124374
-90.0,200,165.345998
-62.0,200,165.553664
-64.0,200,165.764029
-41.0,200,165.940082
-61.0,200,166.147988
-54.0,200,166.34508
-53.0,200,166.528844
32.26,174,166.684057
-59.0,200,166.874927
-105.0,200,167.068807
-62.0,200,167.260035
-66.0,200,167.567764
-60.0,200,167.768257
-104.0,200,168.021008
-106.0,200,168.328092
-62.0,200,168.620163
-52.0,200,168.890061
-45.0,200,169.115818
-56.0,200,169.329265
-63.0,200,169.530243
-70.0,200,169.735497
-48.0,200,169.983212
-19.0,200,170.224696
-52.0,200,170.436276
-36.0,200,170.661014
-59.0,200,170.883186
-58.0,200,171.116424
-66.0,200,171.349646
-59.0,200,171.575902
-65.0,200,171.818099
-44.0,200,172.100792
-78.0,200,172.348981
-69.0,200,172.585515
-51.0,200,172.827274
-56.0,200,173.064577
-54.0,200,173.276305
-63.0,200,173.46308
-72.0,200,173.650586
-79.0,200,173.823564
-39.0,200,173.987554
-57.0,200,174.14649
-30.0,200,174.314785
-62.0,200,174.503448
-65.0,200,174.670043
-53.0,200,174.837392
-57.0,200,175.017357
-59.0,200,175.198431
-44.0,200,175.371673
-38.0,200,175.53941
-31.0,200,175.713181
-60.0,200,175.891539
-48.0,200,176.075113
-56.0,200,176.246638
-54.0,200,176.43488
-117.0,200,176.621407
-52.0,200,176.804051
-64.0,200,177.010782
-47.0,200,177.223707
-51.0,200,177.441257
-52.0,200,177.630618
-24.0,200,177.821
-31.0,200,178.027222
-53.0,200,178.239305
-54.0,200,178.434903
-75.0,200,178.641376
-80.0,200,178.857014
-66.0,200,179.114616
-52.0,200,179.400822
-70.0,200,179.627181
-53.0,200,179.85442
-33.0,200,180.705686
-40.0,200,181.512238
-35.0,200,181.885656
-51.0,200,182.174148
-51.0,200,182.490206
-73.0,200,182.781646
-51.0,200,183.08756
-30.0,200,183.405646
-55.0,200,183.693857
-45.0,200,183.969251
-54.0,200,184.276403
-44.0,200,184.661901
46.0,100,184.826571
-47.0,200,185.098891
-55.0,200,185.389559
-56.0,200,185.665015
22.35,165,185.8889
-32.0,200,186.131349
-29.0,200,186.383508
-63.0,200,186.657667
-69.0,200,186.978035
-65.0,200,187.252592
-49.0,200,187.549651
-63.0,200,188.1758
-48.0,200,188.471891
-52.0,200,188.762714
-62.0,200,189.05812
-51.0,200,189.343236
-44.0,200,189.651851
-17.0,200,189.937543
-59.0,200,190.238501
-151.0,200,190.511401
-53.0,200,190.797949
-70.0,200,191.060498
-33.0,200,191.327311
-32.0,200,191.577774
-61.0,200,191.834954
-33.0,200,192.090899
-52.0,200,192.340504
-50.0,200,192.600618
-52.0,200,192.861145
-26.0,200,193.113433
-59.0,200,193.345015
-0.93,193,193.561292
-42.0,200,193.788419
-34.0,200,193.985649
35.93,107,194.097774
-62.0,200,194.308929
-48.0,200,194.527665
-55.0,200,194.719357
-56.0,200,194.911825
-47.0,200,195.125964
-79.0,200,195.336542
-53.0,200,195.526936
-70.0,200,195.731094
-65.0,200,195.931055
-68.0,200,196.129075
-55.0,200,196.322385
-69.0,200,196.524409
-29.0,200,196.737039
42.21,79,196.822097
-55.0,200,197.016753
-52.0,200,197.200464
-57.0,200,197.40276
-88.0,200,197.591264
-39.0,200,197.778608
-46.0,200,197.952056
-60.0,200,198.134301
-39.0,200,198.337629
-49.0,200,198.515114
-141.0,200,198.691126
-47.0,200,198.880609
-36.0,200,199.062115
37.36,164,199.200909
-37.0,200,199.367348
17.14,186,199.57918
-61.0,200,199.767096
-38.0,200,199.933742
-48.0,200,200.129044
-44.0,200,200.312349
-63.0,200,200.48793
-52.0,200,200.660246
-48.0,200,200.829826
-58.0,200,201.024266
-52.0,200,201.223312
-61.0,200,201.388836
-59.0,200,201.56639
-42.0,200,201.742869
43.69,131,201.86196
-40.0,200,202.027541
-66.0,200,202.191475
-52.0,200,202.362266
-23.0,200,202.544017
-52.0,200,202.714216
-32.0,200,202.879582
30.63,137,202.990298
-72.0,200,203.165067
-57.0,200,203.323319
-67.0,200,203.480009
-79.0,200,203.64431
-54.0,200,203.832538
-71.0,200,203.99208
-50.0,200,204.153742
26.27,173,204.295491
-78.0,200,204.462496
57.17,83,204.530877
-56.0,200,204.686263
-56.0,200,204.847739
-49.0,200,205.012566
-135.0,200,205.173391
-31.0,200,205.337448
-52.0,200,205.502411
24.37,63,205.569266
-66.0,200,205.738576
-46.0,200,205.904778
-48.0,200,206.070945
-41.0,200,206.259035
-55.0,200,206.536828
-40.0,200,206.692734
-118.0,200,206.850272
-31.0,200,207.015218
-43.0,200,207.170911
-39.0,200,207.327116
-41.0,200,207.481528
-72.0,200,207.644716
-65.0,200,207.799663
-65.0,200,207.947436
44.11,89,208.017931
22.0,200,208.179588
-50.0,200,208.328135
30.65,135,208.429619
-29.0,200,208.584919
-37.0,200,208.76429
-53.0,200,208.914965
-46.0,200,209.068557
-66.0,200,209.240252
-72.0,200,209.431538
-62.0,200,209.585225
-59.0,200,209.7361
-48.0,200,209.888726
-44.0,200,210.048488
-51.0,200,210.218522
-49.0,200,210.370342
-49.0,200,210.527072
-47.0,200,210.686917
-98.0,200,210.840011
-27.0,200,210.987547
-37.0,200,211.137537
-50.0,200,211.310658
-59.0,200,211.45883
-56.0,200,211.609765
-47.0,200,211.773775
-36.0,200,211.928162
30.0,200,212.074454
-53.0,200,212.223178
-38.0,200,212.374558
-44.0,200,212.530756
-40.0,200,212.678693
-41.0,200,212.827485
-36.0,200,212.971618
24.41,159,213.100651
-48.0,200,213.248375
-120.0,200,213.398139
-74.0,200,213.555648
-38.0,200,213.725885
-47.0,200,213.874777
-74.0,200,214.023252
-70.0,200,214.174894
-36.0,200,214.332078
-100.0,200,214.481872
-86.0,200,214.629306
-39.0,200,214.784428
-40.0,200,214.954265
-54.0,200,215.10531
-41.0,200,215.254685
91.61,139,215.36588
-36.0,200,215.525049
-53.0,200,215.672947
34.48,152,215.783639
-42.0,200,215.933094
-57.0,200,216.10457
-44.0,200,216.253185
-45.0,200,216.40064
-88.0,200,216.553976
-37.0,200,216.713877
-53.0,200,216.862721
-45.0,200,217.010411
-36.0,200,217.161026
-57.0,200,217.314193
-57.0,200,217.459738
-74.0,200,217.61071
-41.0,200,217.763571
-55.0,200,217.931281
-48.0,200,218.094501
45.1,90,218.162494
-45.0,200,218.321085
20.0,200,218.479239
-86.0,200,218.62778
-41.0,200,218.785924
-53.0,200,218.938357
-31.0,200,219.101343
-57.0,200,219.280425
-55.0,200,219.427282
-62.0,200,219.597822
-38.0,200,219.786376
-50.0,200,219.939886
-59.0,200,220.090804
-91.0,200,220.253127
-64.0,200,220.422282
-5.0,200,220.583822
-45.0,200,220.740108
55.37,63,220.789444
-125.0,200,220.953427
-55.0,200,221.100809
-45.0,200,221.255174
-36.0,200,221.417489
-45.0,200,221.628106
-57.0,200,221.821829
-49.0,200,222.023403
-33.0,200,222.372326
-55.0,200,222.588761
-44.0,200,222.770142
36.0,200,222.97689
-30.0,200,223.464558
-27.0,200,223.816878
-39.0,200,224.080817
-76.0,200,224.306632
-37.0,200,224.49734
-47.0,200,224.724805
-56.0,200,224.917662
-42.0,200,225.1087
-44.0,200,225.323052
-59.0,200,225.560691
60.32,68,225.623908
53.36,64,225.684178
-50.0,200,226.001981
-47.0,200,226.187819
-44.0,200,226.390316
-33.0,200,226.581842
-59.0,200,226.762024
-37.0,200,226.941973
-126.0,200,227.129832
-51.0,200,227.311835
-64.0,200,227.497139
-52.0,200,227.710832
-51.0,200,227.899811
-46.0,200,228.077701
-42.0,200,228.270877
-35.0,200,228.461216
-31.0,200,228.637537
-51.0,200,228.829591
-48.0,200,229.041255
-44.0,200,229.266206
-37.0,200,229.463623
46.77,123,229.575971
-51.0,200,229.770846
-65.0,200,229.987223
21.03,197,230.170759
-37.0,200,230.369187
-64.0,200,230.567489
53.65,35,230.609268
-35.0,200,230.799431
-34.0,200,230.994864
-15.0,200,231.193914
-46.0,200,231.394078
-56.0,200,231.58423
-43.0,200,231.785827
-50.0,200,232.02717
-41.0,200,232.257958
-53.0,200,232.431624
-37.0,200,232.625177
-80.0,200,232.830939
-55.0,200,233.045644
-51.0,200,233.24135
-35.0,200,233.441672
-35.0,200,233.668632
1.0,200,233.894265
-44.0,200,234.131381
-35.0,200,234.359977
-43.0,200,234.582816
-53.0,200,234.82042
-44.0,200,235.027071
-40.0,200,235.238218
53.13,87,235.332744
-23.0,200,235.545121
-45.0,200,235.740495
-56.0,200,235.94418
-56.0,200,236.150333
-33.0,200,236.363134
-50.0,200,236.599696
-41.0,200,236.805541
-39.0,200,237.048825
-56.0,200,237.295178
-35.0,200,237.518429
-34.0,200,237.794241
-45.0,200,238.03633
-49.0,200,238.290515
-34.0,200,238.494042
-42.0,200,238.703867
-48.0,200,238.933204
-38.0,200,239.193502
-54.0,200,239.424002
-44.0,200,239.697128
-28.0,200,239.983583
-44.0,200,240.308413
-53.0,200,240.636832
-185.0,200,240.884062
-23.0,200,241.142149
-44.0,200,241.383219
-62.0,200,241.612134
-46.0,200,241.845867
-50.0,200,242.082611
-43.0,200,242.372254
-34.0,200,242.668177
-41.0,200,242.935566
-55.0,200,243.168396
-33.0,200,243.435247
-37.0,200,243.66589
-37.0,200,243.910377
-43.0,200,244.14224
-25.0,200,244.382863
-81.0,200,244.624267
-30.0,200,244.87943
-41.0,200,245.133742
-41.0,200,245.394762
-44.0,200,245.626732
-37.0,200,245.869438
-46.0,200,246.112543
-63.0,200,246.372371
-44.0,200,246.604262
-21.0,200,246.871779
-39.0,200,247.129094
-48.0,200,247.416928
-53.0,200,247.637278
-48.0,200,247.863414
-40.0,200,248.091181
-29.0,200,248.337793
-81.0,200,248.733535
-52.0,200,248.969572
-28.0,200,249.202422
40.98,102,249.343237
-24.0,200,249.570369
-72.0,200,249.81557
-48.0,200,250.05797
-61.0,200,250.294411
-41.0,200,250.517344
-44.0,200,250.747748
23.0,200,250.977013
-31.0,200,251.211624
-49.0,200,251.462368
-33.0,200,251.707262
-32.0,200,252.005079
-31.0,200,252.270415
-43.0,200,252.511714
-29.0,200,252.750948
-144.0,200,252.974586
-27.0,200,253.206807
-40.0,200,253.422682
-33.71,171,253.619249
-30.0,200,253.852901
-50.0,200,254.089137
-47.0,200,254.310062
-53.0,200,254.534109
-33.58,158,254.712513
-114.0,200,254.984077
-34.0,200,255.207155
-39.0,200,255.443293
-32.0,200,255.689981
-28.0,200,255.924426
-56.0,200,256.139745
-43.0,200,256.366435
-31.0,200,256.599846
-28.0,200,256.833594
-67.0,200,257.053305
-42.0,200,257.288178
-30.0,200,257.517123
-55.0,200,257.763145
-38.0,200,257.988773
47.09,91,258.089758
-39.0,200,258.326577
-40.0,200,258.559298
-60.0,200,258.822309
-46.0,200,259.067579
-49.0,200,259.29749
-43.0,200,259.535293
-30.0,200,259.774114
-37.0,200,260.033316
-28.0,200,260.287311
-38.0,200,260.555403
-33.0,200,260.78979
-35.0,200,261.027869
-35.0,200,261.252336
33.48,152,261.431639
-26.0,200,261.646655
22.22,178,261.846033
-19.0,200,262.08907
-48.0,200,262.323425
-32.0,200,262.551482
-37.0,200,262.775867
-51.0,200,263.004919
-19.0,200,263.257725
-24.0,200,263.485303
-32.0,200,263.718001
-30.0,200,263.940993
-45.0,200,264.163113
-43.0,200,264.373047
-55.0,200,264.587996
-12.0,200,264.814056
-42.0,200,265.032198
-46.0,200,265.264086
-111.0,200,265.491001
-45.0,200,265.714516
-19.0,200,265.957176
-46.0,200,266.170334
36.0,200,266.575563
-20.0,200,266.79023
-48.0,200,267.010336
-35.0,200,267.2135
-51.0,200,267.430513
-37.0,200,267.652349
-32.0,200,267.873172
-51.0,200,268.080391
-19.0,200,268.301198
-37.0,200,268.526321
-44.0,200,268.763744
-46.0,200,268.966632
-36.0,200,269.184921
-39.0,200,269.40354
-45.0,200,269.607909
-33.0,200,269.809001
-32.0,200,270.01131
-15.0,200,270.225708
-44.0,200,270.459585
-49.0,200,270.673506
-30.0,200,270.887425
-67.0,200,271.094747
-45.0,200,271.313196
-38.0,200,271.508074
-41.0,200,271.703107
-65.0,200,271.908106
-38.0,200,272.112467
-51.0,200,272.295463
-42.0,200,272.47654
52.28,72,272.544447
-33.0,200,272.741144
-27.0,200,272.921645
-30.0,200,273.105731
-40.0,200,273.291889
-66.0,200,273.492266
7.0,200,273.667039
-42.0,200,273.844042
55.68,32,273.874124
-23.0,200,274.059382
-156.0,200,274.236795
35.11,189,274.399811
-29.0,200,274.586364
-43.0,200,274.767431
-52.0,200,274.932378
-27.0,200,275.096556
-40.0,200,275.272972
-49.0,200,275.474022
-42.0,200,275.646214
-26.0,200,275.811959
-103.0,200,275.98634
-50.0,200,276.163484
-31.0,200,276.317552
41.76,124,276.413127
-40.0,200,276.582474
-10.0,200,276.762633
-40.0,200,276.923168
-28.0,200,277.080505
-35.0,200,277.24247
-37.0,200,277.462327
-26.0,200,277.656347
-21.0,200,277.831533
-36.0,200,277.999004
-44.0,200,278.165056
-51.0,200,278.318084
-36.0,200,278.47298
-17.0,200,278.632943
-48.0,200,278.797979
-23.0,200,278.95053
41.0,200,279.106939
-49.0,200,279.261742
-43.0,200,279.442725
31.0,200,279.59814
-37.0,200,279.744194
44.02,98,279.816861
29.0,200,279.978578
-78.0,200,280.134498
25.0,200,280.294885
-7.0,200,280.445726
55.66,34,280.480117
-38.0,200,280.636021
-53.0,200,280.779896
-32.0,200,280.920368
-36.0,200,281.087711
-31.0,200,281.232233
-35.0,200,281.378578
-31.0,200,281.530752
-38.0,200,281.690668
-32.0,200,281.843257
-31.0,200,281.986557
-24.0,200,282.136022
-34.0,200,282.286853
-31.0,200,282.427621
-32.0,200,282.573344
-24.0,200,282.714438
-21.0,200,282.879613
-32.0,200,283.022505
-78.0,200,283.171117
-43.0,200,283.312946
-93.0,200,283.468122
-34.0,200,283.610264
-37.0,200,283.753598
-42.0,200,283.893211
-41.0,200,284.040263
-28.0,200,284.180397
-34.0,200,284.32015
-30.0,200,284.463139
-40.0,200,284.634899
-47.0,200,284.781435
-58.0,200,284.917467
-44.0,200,285.065747
-32.0,200,285.214272
-38.0,200,285.352349
-41.0,200,285.489679
-16.0,200,285.630681
-35.0,200,285.781316
-24.0,200,285.916855
-21.0,200,286.055241
-33.0,200,286.196197
-45.0,200,286.354204
-14.0,200,286.493866
19.0,200,286.630478
-46.0,200,286.767435
-40.0,200,286.915331
-47.0,200,287.052472
-20.0,200,287.192163
-38.0,200,287.332544
-42.0,200,287.479652
-39.0,200,287.61653
-56.0,200,287.754978
-31.0,200,287.894337
-25.0,200,288.054504
-37.0,200,288.194024
-37.0,200,288.330184
-37.0,200,288.467335
19.33,167,288.589934
-28.0,200,288.72991
-12.0,200,288.865957
-24.0,200,289.004106
-18.0,200,289.158845
-36.0,200,289.306792
-102.0,200,289.452611
-17.0,200,289.594064
-38.0,200,289.759265
-57.0,200,289.899522
-29.0,200,290.041396
-19.0,200,290.306871
-16.0,200,290.457271
-34.0,200,290.600223
-22.0,200,290.739916
-81.0,200,290.877945
-24.0,200,291.037805
-35.0,200,291.178328
-49.0,200,291.315996
-12.0,200,291.456792
-42.0,200,291.617257
-33.0,200,291.758508
-20.0,200,291.897524
-4.0,200,292.035362
-45.0,200,292.18608
-36.0,200,292.325882
-111.0,200,292.462548
-43.0,200,292.600854
-25.0,200,292.753874
-49.0,200,292.889855
-20.0,200,293.027209
-37.0,200,293.168781
-32.0,200,293.329671
-33.0,200,293.47013
-215.0,200,293.606667
-31.0,200,293.746998
-29.0,200,293.910555
-16.0,200,294.054288
-34.0,200,294.197868
-27.0,200,294.342032
-32.0,200,294.492775
-46.0,200,294.639433
-29.0,200,294.782322
-38.0,200,294.923821
-19.0,200,295.088251
-15.0,200,295.226427
-15.0,200,295.363112
31.0,200,295.51376
-24.0,200,295.662065
-31.0,200,295.801746
-40.0,200,295.939172
-31.0,200,296.080858
-71.0,200,296.229514
-33.0,200,296.371962
47.0,200,296.510024
-32.0,200,296.649134
-22.0,200,296.812076
-35.0,200,296.94868
-31.0,200,297.089557
-26.0,200,297.228498
-43.0,200,297.37673
-38.0,200,297.514107
46.08,92,297.575742
-27.0,200,297.718306
-38.0,200,297.86634
-38.0,200,298.005264
-30.0,200,298.144573
-31.0,200,298.282819
-52.0,200,298.457346
-34.0,200,298.609023
-37.0,200,298.751442
-27.0,200,298.899737
-15.0,200,299.050191
-262.0,200,299.198543
-26.0,200,299.34363
-14.0,200,299.487037
-17.0,200,299.635969
-33.0,200,299.776121
-43.0,200,299.915479
-32.0,200,300.062396
-14.0,200,300.22496
-25.0,200,300.366396
-28.0,200,300.507228
-25.0,200,300.64977
-30.0,200,300.798431
-27.0,200,300.93881
-51.0,200,301.085743
-34.0,200,301.224184
-16.0,200,301.37604
-28.0,200,301.516664
-29.0,200,301.655266
-15.0,200,301.797818
-26.0,200,301.962269
-37.0,200,302.105334
-40.0,200,302.244834
-31.0,200,302.387643
-25.0,200,302.535018
-29.0,200,302.681884
36.0,200,302.823342
-35.0,200,302.974958
-122.0,200,303.138786
-35.0,200,303.279974
-13.0,200,303.421863
-27.0,200,303.575202
-30.0,200,303.738852
-32.0,200,303.880683
-116.0,200,304.022735
-62.0,200,304.16342
-49.0,200,304.318141
-24.0,200,304.458139
-37.0,200,304.599555
-54.0,200,304.738575
-32.0,200,304.885812
-40.0,200,305.029321
-33.0,200,305.168256
-7.0,200,305.313245
-50.0,200,305.476866
-20.0,200,305.618919
-29.0,200,305.75997
-29.0,200,305.90307
-19.0,200,306.056411
-32.0,200,306.197914
-16.0,200,306.337977
-15.0,200,306.478787
-47.0,200,306.62622
-24.0,200,306.766086
-37.0,200,306.906922
-41.0,200,307.047912
-29.0,200,307.210209
33.0,200,307.352904
-31.0,200,307.495165
-47.0,200,307.653267
39.09,191,307.801199
-19.0,200,307.93908
-33.0,200,308.081071
-34.0,200,308.219652
-10.0,200,308.368452
-33.0,200,308.505132
-36.0,200,308.641642
-39.0,200,308.781827
-23.0,200,308.939679
-9.0,200,309.080353
-27.0,200,309.214777
-28.0,200,309.354183
-25.0,200,309.502468
-24.0,200,309.640045
-39.0,200,309.77571
-28.0,200,309.913229
-25.0,200,310.059624
-46.0,200,310.197223
-24.0,200,310.334884
-188.0,200,310.466691
-8.0,200,310.627531
-13.0,200,310.764186
-30.0,200,310.899743
-24.0,200,311.035989
-41.0,200,311.185408
-38.0,200,311.322227
-25.0,200,311.459009
-158.0,200,311.724109
-42.0,200,311.88913
-40.0,200,312.025399
-36.0,200,312.160753
-29.0,200,312.318658
-24.0,200,312.489216
-32.0,200,312.643562
-25.0,200,312.790986
55.53,147,312.895196
-30.0,200,313.041617
-28.0,200,313.183058
-15.0,200,313.322558
-42.0,200,313.458138
-32.0,200,313.622029
-26.0,200,313.765074
-13.0,200,313.908153
-11.0,200,314.053358
-33.0,200,314.205816
-18.0,200,314.352912
-29.0,200,314.49403
-25.0,200,314.637081
-24.0,200,314.788756
-19.0,200,314.929734
-13.0,200,315.071655
-19.0,200,315.213434
-22.0,200,315.378444
-33.0,200,315.522003
-14.0,200,315.663438
-28.0,200,315.809156
-17.0,200,316.008754
-34.0,200,316.154218
-16.0,200,316.308599
-43.0,200,316.450791
-19.0,200,316.635664
-42.0,200,316.781467
-25.0,200,316.936473
-14.0,200,317.092146
-27.0,200,317.249929
-14.0,200,317.401227
-29.0,200,317.546389
-30.0,200,317.696303
-30.0,200,317.850527
-8.0,200,317.996437
-23.0,200,318.143024
-34.0,200,318.28905
-30.0,200,318.441198
-23.0,200,318.590466
-45.0,200,318.73186
-31.0,200,318.88239
-13.0,200,319.038706
-16.0,200,319.185001
-16.0,200,319.329593
-197.0,200,319.480969
-24.0,200,319.634044
45.5,150,319.74243
-30.0,200,319.904985
-22.0,200,320.063246
-22.0,200,320.217322
-34.0,200,320.363792
-28.0,200,320.510213
-26.0,200,320.656031
-25.0,200,320.811495
-12.0,200,320.955476
-3.0,200,321.097187
-24.0,200,321.246885
-42.0,200,321.402361
-17.0,200,321.561496
-35.0,200,321.71643
-12.0,200,321.869173
-19.0,200,322.041627
-33.0,200,322.186897
-29.0,200,322.334211
-28.0,200,322.485015
-186.0,200,322.640395
-27.0,200,322.786106
-12.0,200,322.936676
-15.0,200,323.090738
-30.0,200,323.249185
-28.0,200,323.40141
-20.0,200,323.550575
-36.0,200,323.705888
-30.0,200,323.863539
-7.0,200,324.014926
-25.0,200,324.164495
-9.0,200,324.316059
-28.0,200,324.482234
-24.0,200,324.634784
-19.0,200,324.789499
-21.0,200,324.944502
-28.0,200,325.117726
-6.0,200,325.27131
-15.0,200,325.418938
42.0,200,325.579126
-9.0,200,325.737667
-34.0,200,325.884152
-20.0,200,326.043163
-18.0,200,326.207801
-26.0,200,326.37964
-3.0,200,326.536772
-14.0,200,326.690529
-17.0,200,326.846424
-32.0,200,327.002486
42.0,200,327.156667
-16.0,200,327.308169
-20.0,200,327.460746
-25.0,200,327.636178
-25.0,200,327.789213
-30.0,200,327.943952
-24.0,200,328.099573
-26.0,200,328.375349
-16.0,200,328.529113
101.13,187,328.668056
-40.0,200,328.830389
-10.0,200,328.993031
-32.0,200,329.145178
-19.0,200,329.30607
-20.0,200,329.464819
-25.0,200,329.624267
-33.0,200,329.775754
-24.0,200,329.930057
-32.0,200,330.084143
-24.0,200,330.243781
-7.0,200,330.394011
-17.0,200,330.54778
-35.0,200,330.703131
-18.0,200,330.893842
-25.0,200,331.053035
-23.0,200,331.206165
-12.0,200,331.362931
-27.0,200,331.52786
-33.0,200,331.679763
-18.0,200,331.835184
-31.0,200,331.990988
-64.0,200,332.153575
-12.0,200,332.307484
-31.0,200,332.458744
-7.0,200,332.613984
-58.0,200,332.778501
-17.0,200,332.930123
-18.0,200,333.085683
-24.0,200,333.244109
-32.0,200,333.407134
-23.0,200,333.563899
-20.0,200,333.716705
-31.0,200,333.877506
-22.0,200,334.049874
-36.0,200,334.201757
-23.0,200,334.35253
-27.0,200,334.510047
-28.0,200,334.669295
-22.0,200,334.821227
-21.0,200,334.978042
-25.0,200,335.158682
-10.0,200,335.38514
-13.0,200,335.547476
-22.0,200,335.706607
-14.0,200,335.861584
-25.0,200,336.026604
-24.0,200,336.180249
-35.0,200,336.329492
0.0,200,336.488287
-22.0,200,336.661039
-20.0,200,336.820616
-87.0,200,336.97083
-14.0,200,337.127985
-17.0,200,337.291134
-22.0,200,337.442298
-25.0,200,337.597122
-28.0,200,337.755574
-14.0,200,337.918572
2.0,200,338.072754
-25.0,200,338.227906
-24.0,200,338.385775
-24.0,200,338.550061
-13.0,200,338.704604
-10.0,200,338.855808
-14.0,200,339.015092
4.0,200,339.176615
-4.0,200,339.328926
-31.0,200,339.485935
-33.0,200,339.642648
-25.0,200,339.820034
-18.0,200,339.983391
-275.0,200,340.150087
-19.0,200,340.313819
2.0,200,340.480385
-36.0,200,340.634143
-24.0,200,340.788578
-31.0,200,340.945653
-11.0,200,341.110111
-14.0,200,341.264712
-24.0,200,341.419599
-19.0,200,341.577078
-17.0,200,341.738911
-10.0,200,341.894755
-18.0,200,342.060756
-27.0,200,342.221368
-7.0,200,342.38362
-21.0,200,342.53659
-29.0,200,342.708019
-5.0,200,342.868768
-22.0,200,343.041611
-11.0,200,343.194435
-24.0,200,343.345195
-15.0,200,343.501717
-19.0,200,343.663656
-14.0,200,343.818736
-26.0,200,343.969375
-29.0,200,344.123735
-27.0,200,344.287158
-24.0,200,344.451269
0.0,200,344.62197
-35.0,200,344.790892
-20.0,200,344.954079
-20.0,200,345.109318
-18.0,200,345.26319
-26.0,200,345.424126
-57.0,200,345.58563
-21.0,200,345.739881
62.02,98,345.819128
-10.0,200,345.974924
-20.0,200,346.148148
-8.0,200,346.301918
-22.0,200,346.457102
-22.0,200,346.614492
-24.0,200,346.77874
-22.0,200,346.934102
-16.0,200,347.087953
-17.0,200,347.246016
-31.0,200,347.412853
-10.0,200,347.566579
-24.0,200,347.71945
-16.0,200,347.875092
-5.0,200,348.039278
-17.0,200,348.193395
-19.0,200,348.34854
-27.0,200,348.50835
-5.0,200,348.670085
-19.0,200,348.829543
-21.0,200,348.984177
-16.0,200,349.154611
-26.0,200,349.336136
4.0,200,349.496863
-29.0,200,349.653348
-1.0,200,349.81824
-20.0,200,349.982764
-22.0,200,350.136803
-24.0,200,350.291644
-21.0,200,350.455601
-19.0,200,350.618722
-1.0,200,350.774144
3.0,200,350.929861
-24.0,200,351.090272
-22.0,200,351.251184
-24.0,200,351.402212
-21.0,200,351.625875
-3.0,200,351.839514
-27.0,200,352.003893
-22.0,200,352.15729
54.81,119,352.249904
-17.0,200,352.402551
-28.0,200,352.578475
-13.0,200,352.730476
-18.0,200,352.88304
-15.0,200,353.04509
-11.0,200,353.20771
-54.0,200,353.362461
-13.0,200,353.520325
-32.0,200,353.67508
52.53,147,353.797208
-6.0,200,353.954611
-22.0,200,354.111213
-27.0,200,354.27838
-10.0,200,354.450527
-6.0,200,354.606836
-17.0,200,354.766086
-26.0,200,354.925687
-16.0,200,355.101227
-20.0,200,355.25367
-20.0,200,355.406596
-16.0,200,355.571501
-12.0,200,355.734369
-9.0,200,355.885798
-10.0,200,356.043868
-12.0,200,356.201449
-10.0,200,356.365688
-25.0,200,356.5199
-22.0,200,356.675372
-23.0,200,356.833211
-14.0,200,356.998013
-17.0,200,357.151916
-16.0,200,357.309726
-47.0,200,357.471179
-25.0,200,357.632401
-18.0,200,357.78905
-3.0,200,357.943559
-19.0,200,358.103894
-2.0,200,358.283457
-14.0,200,358.438885
-6.0,200,358.595212
-11.0,200,358.764913
-6.0,200,358.942347
-10.0,200,359.102586
-27.0,200,359.267778
5.0,200,359.432356
-14.0,200,359.600096
-20.0,200,359.753162
3.0,200,359.918525
-8.0,200,360.085431
46.0,200,360.248544
-14.0,200,360.406658
-12.0,200,360.563112
-9.0,200,360.7222
-14.0,200,360.895441
63.48,52,360.937021
-16.0,200,361.103155
-1.0,200,361.256349
-6.0,200,361.416141
-5.0,200,361.5723
-12.0,200,361.728336
-5.0,200,361.888903
-4.0,200,362.054058
1.0,200,362.210168
-12.0,200,362.370444
-12.0,200,362.534273
-22.0,200,362.694725
-10.0,200,362.851721
-4.0,200,363.004951
-10.0,200,363.16224
-61.0,200,363.339938
-8.0,200,363.506517
-36.0,200,363.675833
4.0,200,363.853139
-20.0,200,364.023218
-25.0,200,364.183644
-8.0,200,364.34139
-14.0,200,364.513805
-19.0,200,364.685007
-1.0,200,364.844733
-16.0,200,365.000892
-17.0,200,365.161575
-18.0,200,365.329415
-19.0,200,365.4886
-24.0,200,365.641935
-10.0,200,365.80216
-21.0,200,365.977641
-13.0,200,366.133453
-13.0,200,366.290328
-14.0,200,366.452806
-11.0,200,366.617038
0.0,200,366.777297
-18.0,200,366.932381
-10.0,200,367.092089
-23.0,200,367.255863
-26.0,200,367.408364
-14.0,200,367.577402
-6.0,200,367.73824
-17.0,200,367.908839
2.0,200,368.077934
-13.0,200,368.24233
50.0,200,368.418496
-15.0,200,368.621809
-20.0,200,368.787367
-17.0,200,368.943257
-10.0,200,369.108558
-14.0,200,369.274001
